lead_id,company,category,channel,owner,signal_score,created_date,stage,mql_date,sql_date,opp_date,closed_date,deal_value_monthly_usd,outcome,lost_reason
1543,Cascade Baby Goods III,Skin,Outbound LinkedIn,S. Kapoor,6.32,2026-03-25,Lead,,,,,,,
1544,Larkspur Baby,Pet,Outbound LinkedIn,R. Iyer,7.11,2026-03-05,Lead,,,,,,,
1545,Pinehaven Living,Pet,Cold email sequence,S. Kapoor,5.63,2026-03-30,MQL,2026-04-01,,,,,,
1546,Solace Living,Skin,Cold email sequence,S. Kapoor,7.19,2026-03-09,Lead,,,,,,,
1547,Foxglove Collective III,Outdoor,Outbound LinkedIn,A. Chouhan,8.55,2026-03-05,Lead,,,,,,,
1548,Rosemere Pet Supply III,Baby,Signal-scored inbound,R. Iyer,3.67,2026-03-03,Lead,,,,,,,
1549,Meridian Gadgets,Beauty,Cold email sequence,S. Kapoor,7.97,2026-03-03,Closed Lost,2026-03-08,2026-03-16,2026-03-22,2026-04-02,1800,Lost,Went with in-house fix
1550,Aurora Baby Goods III,Beauty,Signal-scored inbound,R. Iyer,8.59,2026-03-11,Lead,,,,,,,
1551,Halcyon Pet Supply III,Outdoor,Signal-scored inbound,S. Kapoor,6.51,2026-03-19,Lead,,,,,,,
1552,Pinehaven Supply Co II,Skin,Referral,R. Iyer,6.51,2026-03-26,MQL,2026-03-29,,,,,,
1553,Lumen Skin Co,Skin,Signal-scored inbound,S. Kapoor,8.3,2026-03-28,MQL,2026-03-31,,,,,,
1554,Hearthstone Works,Outdoor,Signal-scored inbound,R. Iyer,8.19,2026-03-20,MQL,2026-03-21,,,,,,
1555,Cascade Supply Co II,Pet,Outbound LinkedIn,A. Chouhan,7.65,2026-03-21,SQL,2026-03-25,2026-03-28,,,,,
1556,Northfield Pet Supply III,Skin,Cold email sequence,S. Kapoor,8.26,2026-03-14,Closed Won,2026-03-15,2026-03-21,2026-03-31,2026-04-14,1500,Won,
1557,Cobalt Works II,Gadgets,Signal-scored inbound,A. Chouhan,3.32,2026-03-18,MQL,2026-03-19,,,,,,
1558,Aurora Studio,Beauty,Signal-scored inbound,A. Chouhan,3.1,2026-03-07,MQL,2026-03-10,,,,,,
1559,Meridian Collective III,Outdoor,Cold email sequence,A. Chouhan,5.15,2026-03-27,Lead,,,,,,,
1560,Aurora Gadgets II,Skin,Cold email sequence,A. Chouhan,6.53,2026-03-06,MQL,2026-03-09,,,,,,
1561,Basalt Home Co III,Baby,Content/organic,S. Kapoor,4.62,2026-03-25,Lead,,,,,,,
1562,Northfield Gadgets III,Gadgets,Outbound LinkedIn,A. Chouhan,6.39,2026-03-07,Lead,,,,,,,
1563,Rosemere Naturals,Kitchen,Signal-scored inbound,S. Kapoor,3.27,2026-03-30,Lead,,,,,,,
1564,Glow Ritual Pet Supply,Outdoor,Cold email sequence,A. Chouhan,5.34,2026-03-02,Lead,,,,,,,
1565,Cascade Beauty,Gadgets,Cold email sequence,R. Iyer,3.1,2026-03-26,MQL,2026-03-27,,,,,,
1566,Northfield Home Co II,Beauty,Outbound LinkedIn,S. Kapoor,6.09,2026-03-20,MQL,2026-03-21,,,,,,
1567,Meridian Baby III,Kitchen,Content/organic,S. Kapoor,3.39,2026-03-12,Lead,,,,,,,
1568,Coral & Co Beauty II,Home,Outbound LinkedIn,R. Iyer,9.38,2026-03-26,Lead,,,,,,,
1569,Marigold Studio III,Gadgets,Signal-scored inbound,R. Iyer,5.33,2026-03-05,MQL,2026-03-06,,,,,,
1570,Halcyon Naturals II,Outdoor,Signal-scored inbound,A. Chouhan,6.53,2026-03-11,Lead,,,,,,,
1571,Lumen Baby Goods V,Baby,Outbound LinkedIn,R. Iyer,4.92,2026-03-09,Lead,,,,,,,
1572,Halcyon Home Co II,Pet,Cold email sequence,A. Chouhan,7.03,2026-03-12,Lead,,,,,,,
1573,Northfield Living II,Baby,Cold email sequence,S. Kapoor,8.32,2026-03-07,Lead,,,,,,,
1574,Meridian Skin Co IV,Skin,Signal-scored inbound,S. Kapoor,5.09,2026-03-04,Lead,,,,,,,
1575,Tiny Sprout Gadgets II,Home,Signal-scored inbound,A. Chouhan,4.31,2026-03-16,MQL,2026-03-17,,,,,,
1576,Basalt Goods Co II,Outdoor,Outbound LinkedIn,S. Kapoor,6.84,2026-03-02,MQL,2026-03-07,,,,,,
1577,Hearthstone Kitchen Co II,Outdoor,Content/organic,A. Chouhan,6.04,2026-03-21,MQL,2026-03-26,,,,,,
1578,Larkspur Supply Co III,Kitchen,Cold email sequence,A. Chouhan,8.35,2026-03-09,Lead,,,,,,,
1579,Silverline Baby II,Skin,Signal-scored inbound,A. Chouhan,9.24,2026-03-04,MQL,2026-03-06,,,,,,
1580,Cascade Kitchen Co II,Gadgets,Outbound LinkedIn,A. Chouhan,6.63,2026-03-18,MQL,2026-03-19,,,,,,
1581,Windrow Collective III,Outdoor,Cold email sequence,R. Iyer,8.74,2026-03-06,Lead,,,,,,,
1582,Amberlight Goods Co,Kitchen,Cold email sequence,S. Kapoor,9.49,2026-03-15,Lead,,,,,,,
1583,Larkspur Living II,Kitchen,Referral,R. Iyer,7.97,2026-03-14,Lead,,,,,,,
1584,Solace Outdoor,Gadgets,Outbound LinkedIn,S. Kapoor,9.02,2026-03-09,MQL,2026-03-13,,,,,,
1585,Ember Home Co II,Beauty,Content/organic,S. Kapoor,3.11,2026-03-05,Lead,,,,,,,
1586,Verdant Home Co IV,Skin,Content/organic,A. Chouhan,8.56,2026-03-01,Lead,,,,,,,
1587,Coral & Co Pet Supply II,Home,Signal-scored inbound,R. Iyer,5.31,2026-03-05,MQL,2026-03-10,,,,,,
1588,Lumen Naturals,Baby,Outbound LinkedIn,S. Kapoor,8.97,2026-03-24,MQL,2026-03-27,,,,,,
1589,Bluebell Works,Baby,Outbound LinkedIn,R. Iyer,3.24,2026-03-26,Lead,,,,,,,
1590,Tiny Sprout Gadgets III,Kitchen,Outbound LinkedIn,R. Iyer,5.71,2026-03-28,MQL,2026-03-30,,,,,,
1591,Cinderwood Home Co,Pet,Signal-scored inbound,S. Kapoor,3.27,2026-03-18,Lead,,,,,,,
1592,Solace Outdoor II,Home,Signal-scored inbound,S. Kapoor,9.48,2026-03-15,Lead,,,,,,,
1593,Windrow Baby III,Gadgets,Outbound LinkedIn,R. Iyer,3.96,2026-03-11,MQL,2026-03-16,,,,,,
1594,Amberlight Goods Co II,Skin,Signal-scored inbound,S. Kapoor,5.82,2026-03-23,MQL,2026-03-25,,,,,,
1595,Cascade Works,Pet,Cold email sequence,A. Chouhan,6.65,2026-03-24,Lead,,,,,,,
1596,Northfield Baby,Skin,Cold email sequence,R. Iyer,7.45,2026-03-19,MQL,2026-03-25,,,,,,
1597,Marigold Collective III,Gadgets,Signal-scored inbound,S. Kapoor,7.26,2026-03-25,MQL,2026-03-28,,,,,,
1598,Wren & Co Studio II,Home,Outbound LinkedIn,A. Chouhan,4.3,2026-03-12,MQL,2026-03-18,,,,,,
1599,Glow Ritual Gadgets IV,Gadgets,Content/organic,A. Chouhan,8.65,2026-03-27,MQL,2026-03-30,,,,,,
1600,Glow Ritual Naturals,Outdoor,Outbound LinkedIn,R. Iyer,4.36,2026-03-18,MQL,2026-03-23,,,,,,
1601,Lumen Works II,Home,Cold email sequence,S. Kapoor,3.12,2026-03-19,Lead,,,,,,,
1602,Thistle Gadgets,Skin,Signal-scored inbound,R. Iyer,4.3,2026-03-23,Lead,,,,,,,
1603,Voltix Studio,Beauty,Signal-scored inbound,S. Kapoor,4.76,2026-03-28,Lead,,,,,,,
1604,Marigold Beauty,Beauty,Signal-scored inbound,S. Kapoor,5.51,2026-03-13,Lead,,,,,,,
1605,Coral & Co Beauty III,Kitchen,Outbound LinkedIn,S. Kapoor,6.46,2026-03-06,MQL,2026-03-10,,,,,,
1606,Coral & Co Home Co II,Beauty,Signal-scored inbound,S. Kapoor,4.98,2026-03-16,Closed Won,2026-03-18,2026-03-25,2026-04-01,2026-04-16,800,Won,
1607,Voltix Pet Supply,Pet,Referral,A. Chouhan,9.14,2026-03-31,MQL,2026-04-02,,,,,,
1608,Ember Skin Co III,Baby,Cold email sequence,S. Kapoor,9.24,2026-03-20,Lead,,,,,,,
1609,Rosemere Outdoor IV,Pet,Signal-scored inbound,A. Chouhan,5.77,2026-03-10,Lead,,,,,,,
1610,Solace Studio,Home,Signal-scored inbound,A. Chouhan,6.78,2026-03-22,Lead,,,,,,,
1611,Cinderwood Skin Co III,Skin,Cold email sequence,S. Kapoor,8.91,2026-03-14,Lead,,,,,,,
1612,Foxglove Skin Co,Home,Signal-scored inbound,S. Kapoor,6.46,2026-03-24,MQL,2026-03-27,,,,,,
1613,Aurora Home Co,Kitchen,Referral,R. Iyer,9.25,2026-03-10,MQL,2026-03-16,,,,,,
1614,Lumen Skin Co II,Gadgets,Signal-scored inbound,A. Chouhan,3.17,2026-03-20,Lead,,,,,,,
1615,Cobalt Outdoor IV,Gadgets,Signal-scored inbound,A. Chouhan,5.34,2026-03-23,Lead,,,,,,,
1616,Aurora Works II,Kitchen,Signal-scored inbound,R. Iyer,6.19,2026-03-05,SQL,2026-03-07,2026-03-09,,,,,
1617,Driftwood Outdoor,Gadgets,Cold email sequence,A. Chouhan,4.15,2026-03-31,Lead,,,,,,,
1618,Cinderwood Works III,Kitchen,Referral,A. Chouhan,5.78,2026-03-25,MQL,2026-03-31,,,,,,
1619,Silverline Living II,Pet,Outbound LinkedIn,S. Kapoor,6.72,2026-03-18,Lead,,,,,,,
1620,Larkspur Gadgets,Baby,Outbound LinkedIn,A. Chouhan,8.71,2026-03-08,Lead,,,,,,,
1621,Ember Gadgets II,Pet,Outbound LinkedIn,S. Kapoor,9.26,2026-03-07,MQL,2026-03-11,,,,,,
1622,Foxglove Naturals III,Outdoor,Signal-scored inbound,R. Iyer,6.99,2026-03-02,Lead,,,,,,,
1623,Larkspur Skin Co II,Outdoor,Referral,R. Iyer,3.59,2026-03-17,MQL,2026-03-22,,,,,,
1624,Coral & Co Skin Co,Pet,Outbound LinkedIn,R. Iyer,3.16,2026-03-15,Lead,,,,,,,
1625,Coral & Co Kitchen Co III,Outdoor,Signal-scored inbound,R. Iyer,7.5,2026-03-30,Lead,,,,,,,
1626,Bluebell Beauty II,Baby,Signal-scored inbound,R. Iyer,7.12,2026-03-03,Lead,,,,,,,
1627,Ember Baby Goods II,Pet,Outbound LinkedIn,A. Chouhan,7.99,2026-03-30,MQL,2026-04-05,,,,,,
1628,Bluebell Skin Co II,Home,Cold email sequence,A. Chouhan,5.73,2026-03-10,Lead,,,,,,,
1629,Halcyon Naturals III,Home,Signal-scored inbound,A. Chouhan,9.24,2026-03-01,Lead,,,,,,,
1630,Lumen Home Co II,Outdoor,Outbound LinkedIn,R. Iyer,6.53,2026-03-01,Lead,,,,,,,
1631,Meridian Outdoor II,Gadgets,Outbound LinkedIn,R. Iyer,5.95,2026-03-15,Closed Won,2026-03-20,2026-03-30,2026-04-10,2026-04-30,2200,Won,
1632,Bluebell Skin Co III,Beauty,Cold email sequence,A. Chouhan,3.94,2026-03-02,Lead,,,,,,,
1633,Basalt Naturals IV,Kitchen,Content/organic,A. Chouhan,3.71,2026-03-06,MQL,2026-03-09,,,,,,
1634,Coral & Co Baby Goods II,Outdoor,Cold email sequence,R. Iyer,9.05,2026-03-03,Lead,,,,,,,
1635,Solace Collective,Pet,Referral,R. Iyer,8.48,2026-03-03,Closed Lost,2026-03-05,2026-03-11,2026-03-20,2026-03-30,1500,Lost,Unresponsive after SQL
1636,Voltix Beauty III,Baby,Outbound LinkedIn,S. Kapoor,6.93,2026-03-26,Lead,,,,,,,
1637,Verdant Supply Co II,Kitchen,Signal-scored inbound,S. Kapoor,9.47,2026-03-12,Lead,,,,,,,
1638,Cobalt Works III,Outdoor,Outbound LinkedIn,A. Chouhan,8.74,2026-03-08,Lead,,,,,,,
1639,Cascade Home Co II,Baby,Signal-scored inbound,S. Kapoor,8.18,2026-03-24,Lead,,,,,,,
1640,Wren & Co Supply Co IV,Pet,Signal-scored inbound,R. Iyer,6.64,2026-03-21,Closed Lost,2026-03-27,2026-04-02,2026-04-06,2026-04-17,900,Lost,Timing not right
1641,Foxglove Home Co II,Baby,Cold email sequence,R. Iyer,5.57,2026-03-19,Lead,,,,,,,
1642,Hearthstone Baby Goods,Gadgets,Signal-scored inbound,R. Iyer,8.99,2026-03-16,Lead,,,,,,,
1643,Wren & Co Gadgets IV,Home,Outbound LinkedIn,S. Kapoor,5.99,2026-03-28,Lead,,,,,,,
1644,Solace Studio II,Pet,Content/organic,A. Chouhan,8.43,2026-03-10,Lead,,,,,,,
1645,Rosemere Living III,Beauty,Signal-scored inbound,S. Kapoor,5.16,2026-03-30,Lead,,,,,,,
1646,Marigold Baby III,Home,Signal-scored inbound,A. Chouhan,5.2,2026-03-13,Lead,,,,,,,
1647,Basalt Baby Goods,Pet,Signal-scored inbound,A. Chouhan,8.62,2026-03-25,MQL,2026-03-28,,,,,,
1648,Lumen Supply Co II,Baby,Outbound LinkedIn,A. Chouhan,5.42,2026-03-27,Lead,,,,,,,
1649,Cascade Naturals II,Home,Signal-scored inbound,A. Chouhan,8.06,2026-03-30,SQL,2026-04-04,2026-04-13,,,,,
1650,Aurora Kitchen Co II,Kitchen,Content/organic,S. Kapoor,8.68,2026-03-10,Lead,,,,,,,
1651,Aurora Beauty II,Home,Signal-scored inbound,A. Chouhan,5.99,2026-03-23,Lead,,,,,,,
1652,Glow Ritual Home Co III,Skin,Content/organic,S. Kapoor,8.51,2026-03-28,MQL,2026-04-01,,,,,,
1653,Glow Ritual Naturals II,Beauty,Outbound LinkedIn,R. Iyer,7.15,2026-03-07,MQL,2026-03-09,,,,,,
1654,Amberlight Living,Outdoor,Cold email sequence,R. Iyer,3.97,2026-03-09,MQL,2026-03-14,,,,,,
1655,Glow Ritual Kitchen Co III,Kitchen,Outbound LinkedIn,R. Iyer,3.92,2026-03-23,Lead,,,,,,,
1656,Windrow Outdoor II,Home,Signal-scored inbound,S. Kapoor,8.8,2026-03-18,Closed Lost,2026-03-20,2026-03-22,2026-03-25,2026-04-07,600,Lost,Below deal-size floor
1657,Cobalt Studio III,Kitchen,Signal-scored inbound,A. Chouhan,7.63,2026-03-22,Lead,,,,,,,
1658,Tiny Sprout Studio II,Home,Signal-scored inbound,S. Kapoor,6.04,2026-03-15,MQL,2026-03-21,,,,,,
1659,Halcyon Works,Gadgets,Content/organic,A. Chouhan,8.6,2026-03-20,MQL,2026-03-23,,,,,,
1660,Coral & Co Living,Kitchen,Outbound LinkedIn,A. Chouhan,3.42,2026-03-04,MQL,2026-03-08,,,,,,
1661,Verdant Collective II,Home,Outbound LinkedIn,R. Iyer,8.31,2026-03-26,MQL,2026-03-31,,,,,,
1662,Wren & Co Naturals,Outdoor,Outbound LinkedIn,R. Iyer,4.55,2026-03-08,Lead,,,,,,,
1663,Meridian Goods Co III,Baby,Outbound LinkedIn,S. Kapoor,6.84,2026-03-26,Lead,,,,,,,
1664,Windrow Living IV,Gadgets,Signal-scored inbound,S. Kapoor,3.51,2026-03-30,Lead,,,,,,,
1665,Basalt Works III,Baby,Outbound LinkedIn,R. Iyer,5.11,2026-03-04,Lead,,,,,,,
1666,Bluebell Naturals,Pet,Signal-scored inbound,A. Chouhan,7.46,2026-03-20,Lead,,,,,,,
1667,Ember Living IV,Outdoor,Cold email sequence,A. Chouhan,3.59,2026-03-27,MQL,2026-04-01,,,,,,
1668,Pinehaven Home Co IV,Home,Cold email sequence,R. Iyer,6.45,2026-03-13,Lead,,,,,,,
1669,Halcyon Kitchen Co II,Gadgets,Cold email sequence,R. Iyer,4.95,2026-03-26,Lead,,,,,,,
1670,Verdant Supply Co III,Kitchen,Content/organic,S. Kapoor,3.05,2026-03-17,Lead,,,,,,,
1671,Aurora Naturals,Beauty,Outbound LinkedIn,S. Kapoor,9.29,2026-03-01,Lead,,,,,,,
1672,Basalt Collective,Baby,Referral,A. Chouhan,4.53,2026-03-23,Lead,,,,,,,
1673,Pinehaven Living II,Pet,Outbound LinkedIn,R. Iyer,6.54,2026-03-22,SQL,2026-03-24,2026-04-01,,,,,
1674,Marigold Supply Co II,Home,Signal-scored inbound,S. Kapoor,3.82,2026-03-01,SQL,2026-03-02,2026-03-11,,,,,
1675,Aurora Baby II,Home,Cold email sequence,R. Iyer,8.59,2026-03-29,Lead,,,,,,,
1676,Cobalt Supply Co,Home,Outbound LinkedIn,R. Iyer,6.59,2026-03-15,SQL,2026-03-17,2026-03-19,,,,,
1677,Cinderwood Outdoor II,Skin,Outbound LinkedIn,S. Kapoor,6.75,2026-03-02,Lead,,,,,,,
1678,Windrow Works V,Kitchen,Signal-scored inbound,R. Iyer,9.25,2026-03-03,MQL,2026-03-09,,,,,,
1679,Cinderwood Pet Supply II,Outdoor,Outbound LinkedIn,S. Kapoor,8.78,2026-03-03,MQL,2026-03-09,,,,,,
1680,Rosemere Baby II,Skin,Outbound LinkedIn,R. Iyer,6.48,2026-03-01,Lead,,,,,,,
1681,Thistle Works III,Kitchen,Outbound LinkedIn,R. Iyer,4.88,2026-03-02,Lead,,,,,,,
1682,Cobalt Naturals III,Skin,Signal-scored inbound,R. Iyer,6.76,2026-03-19,MQL,2026-03-22,,,,,,
1683,Cobalt Home Co III,Skin,Outbound LinkedIn,A. Chouhan,6.29,2026-03-28,Lead,,,,,,,
1684,Lumen Skin Co III,Skin,Signal-scored inbound,R. Iyer,3.09,2026-03-04,Lead,,,,,,,
1685,Opaline Skin Co,Outdoor,Outbound LinkedIn,A. Chouhan,4.7,2026-03-23,MQL,2026-03-25,,,,,,
1686,Cinderwood Gadgets II,Kitchen,Content/organic,A. Chouhan,6.87,2026-03-27,MQL,2026-03-31,,,,,,
1687,Driftwood Goods Co,Gadgets,Cold email sequence,S. Kapoor,7.14,2026-03-07,Lead,,,,,,,
1688,Basalt Collective II,Beauty,Cold email sequence,A. Chouhan,3.34,2026-03-15,Lead,,,,,,,
1689,Verdant Works III,Gadgets,Outbound LinkedIn,S. Kapoor,5.54,2026-03-09,Closed Lost,2026-03-13,2026-03-22,2026-03-30,2026-04-16,1500,Lost,No budget
1690,Opaline Collective,Pet,Outbound LinkedIn,S. Kapoor,8.58,2026-03-11,SQL,2026-03-12,2026-03-20,,,,,
1691,Rosemere Outdoor V,Gadgets,Outbound LinkedIn,S. Kapoor,7.49,2026-03-06,MQL,2026-03-07,,,,,,
1692,Basalt Baby IV,Beauty,Outbound LinkedIn,S. Kapoor,3.68,2026-03-15,MQL,2026-03-21,,,,,,
1693,Cascade Gadgets,Beauty,Outbound LinkedIn,A. Chouhan,9.1,2026-03-22,Lead,,,,,,,
1694,Cascade Beauty II,Baby,Signal-scored inbound,S. Kapoor,3.84,2026-03-22,Lead,,,,,,,
1695,Pinehaven Baby Goods,Baby,Cold email sequence,R. Iyer,4.91,2026-03-22,Lead,,,,,,,
1696,Pinehaven Studio,Skin,Cold email sequence,S. Kapoor,8.87,2026-03-25,Lead,,,,,,,
1697,Lumen Baby Goods VI,Baby,Signal-scored inbound,A. Chouhan,5.49,2026-03-11,Lead,,,,,,,
1698,Lumen Pet Supply II,Home,Outbound LinkedIn,R. Iyer,9.37,2026-03-07,Lead,,,,,,,
1699,Bluebell Works II,Baby,Signal-scored inbound,R. Iyer,4.42,2026-03-21,MQL,2026-03-25,,,,,,
1700,Glow Ritual Gadgets V,Baby,Signal-scored inbound,S. Kapoor,4.63,2026-03-15,SQL,2026-03-19,2026-03-21,,,,,
1701,Rosemere Goods Co III,Skin,Signal-scored inbound,R. Iyer,8.88,2026-03-19,MQL,2026-03-25,,,,,,
1702,Meridian Works,Pet,Outbound LinkedIn,S. Kapoor,8.08,2026-03-26,Closed Lost,2026-03-28,2026-04-06,2026-04-17,2026-04-29,900,Lost,Chose competitor
1703,Voltix Baby III,Kitchen,Outbound LinkedIn,R. Iyer,3.52,2026-03-15,Lead,,,,,,,
1704,Verdant Kitchen Co,Home,Outbound LinkedIn,R. Iyer,7.29,2026-03-10,Lead,,,,,,,
1705,Larkspur Beauty II,Kitchen,Outbound LinkedIn,S. Kapoor,5.85,2026-03-07,SQL,2026-03-09,2026-03-14,,,,,
1706,Tiny Sprout Naturals III,Outdoor,Outbound LinkedIn,R. Iyer,9.28,2026-04-01,MQL,2026-04-02,,,,,,
1707,Silverline Gadgets III,Pet,Signal-scored inbound,S. Kapoor,7.34,2026-04-15,Lead,,,,,,,
1708,Cinderwood Skin Co IV,Gadgets,Content/organic,A. Chouhan,7.78,2026-04-16,Lead,,,,,,,
1709,Meridian Gadgets II,Gadgets,Cold email sequence,A. Chouhan,3.09,2026-04-21,MQL,2026-04-24,,,,,,
1710,Glow Ritual Studio II,Home,Referral,A. Chouhan,8.32,2026-04-04,MQL,2026-04-09,,,,,,
1711,Northfield Baby II,Gadgets,Outbound LinkedIn,S. Kapoor,7.41,2026-04-11,MQL,2026-04-17,,,,,,
1712,Aurora Living II,Gadgets,Cold email sequence,S. Kapoor,4.13,2026-04-03,MQL,2026-04-05,,,,,,
1713,Bluebell Collective II,Home,Outbound LinkedIn,S. Kapoor,3.26,2026-04-04,Lead,,,,,,,
1714,Pinehaven Goods Co II,Home,Signal-scored inbound,R. Iyer,3.52,2026-04-01,MQL,2026-04-02,,,,,,
1715,Windrow Naturals,Pet,Cold email sequence,R. Iyer,7.5,2026-04-07,MQL,2026-04-10,,,,,,
1716,Driftwood Outdoor II,Home,Outbound LinkedIn,A. Chouhan,6.88,2026-04-23,Lead,,,,,,,
1717,Tiny Sprout Naturals IV,Kitchen,Outbound LinkedIn,S. Kapoor,4.53,2026-04-04,Lead,,,,,,,
1718,Glow Ritual Collective,Gadgets,Outbound LinkedIn,S. Kapoor,7.29,2026-04-09,MQL,2026-04-10,,,,,,
1719,Rosemere Works IV,Outdoor,Signal-scored inbound,S. Kapoor,9.0,2026-04-02,Lead,,,,,,,
1720,Verdant Kitchen Co II,Pet,Signal-scored inbound,S. Kapoor,8.23,2026-04-25,MQL,2026-04-26,,,,,,
1721,Opaline Baby Goods,Home,Cold email sequence,R. Iyer,6.35,2026-04-03,Lead,,,,,,,
1722,Silverline Studio,Kitchen,Outbound LinkedIn,S. Kapoor,7.4,2026-04-11,MQL,2026-04-12,,,,,,
1723,Glow Ritual Outdoor II,Pet,Referral,R. Iyer,8.79,2026-04-03,Closed Lost,2026-04-07,2026-04-15,2026-04-27,2026-05-06,1200,Lost,Went with in-house fix
1724,Halcyon Kitchen Co III,Kitchen,Content/organic,A. Chouhan,5.18,2026-04-02,Lead,,,,,,,
1725,Voltix Pet Supply II,Home,Signal-scored inbound,R. Iyer,5.98,2026-04-06,Lead,,,,,,,
1726,Northfield Naturals V,Home,Cold email sequence,S. Kapoor,9.19,2026-04-29,MQL,2026-05-04,,,,,,
1727,Tiny Sprout Supply Co II,Outdoor,Referral,A. Chouhan,6.85,2026-04-27,MQL,2026-04-28,,,,,,
1728,Silverline Outdoor,Gadgets,Signal-scored inbound,S. Kapoor,4.45,2026-04-30,Lead,,,,,,,
1729,Aurora Home Co II,Pet,Content/organic,A. Chouhan,9.44,2026-04-24,Lead,,,,,,,
1730,Voltix Supply Co II,Pet,Outbound LinkedIn,S. Kapoor,8.34,2026-04-15,MQL,2026-04-16,,,,,,
1731,Hearthstone Supply Co II,Gadgets,Signal-scored inbound,R. Iyer,4.55,2026-04-03,MQL,2026-04-09,,,,,,
1732,Coral & Co Studio II,Beauty,Content/organic,R. Iyer,8.02,2026-04-28,Lead,,,,,,,
1733,Bluebell Collective III,Outdoor,Cold email sequence,A. Chouhan,8.59,2026-04-03,MQL,2026-04-09,,,,,,
1734,Voltix Naturals III,Pet,Cold email sequence,S. Kapoor,9.15,2026-04-18,Lead,,,,,,,
1735,Cascade Baby II,Kitchen,Cold email sequence,A. Chouhan,6.35,2026-04-30,Lead,,,,,,,
1736,Larkspur Gadgets II,Baby,Outbound LinkedIn,R. Iyer,7.02,2026-04-12,MQL,2026-04-18,,,,,,
1737,Tiny Sprout Kitchen Co II,Home,Content/organic,A. Chouhan,6.51,2026-04-21,Lead,,,,,,,
1738,Foxglove Kitchen Co III,Gadgets,Signal-scored inbound,R. Iyer,6.27,2026-04-14,MQL,2026-04-15,,,,,,
1739,Halcyon Works II,Baby,Outbound LinkedIn,S. Kapoor,7.41,2026-04-18,Lead,,,,,,,
1740,Halcyon Collective II,Baby,Signal-scored inbound,R. Iyer,3.57,2026-04-13,Lead,,,,,,,
1741,Verdant Baby II,Baby,Signal-scored inbound,A. Chouhan,7.53,2026-04-16,MQL,2026-04-18,,,,,,
1742,Pinehaven Home Co V,Skin,Outbound LinkedIn,S. Kapoor,6.52,2026-04-05,Lead,,,,,,,
1743,Driftwood Studio,Beauty,Signal-scored inbound,A. Chouhan,3.14,2026-04-26,MQL,2026-05-01,,,,,,
1744,Driftwood Living III,Kitchen,Outbound LinkedIn,S. Kapoor,7.53,2026-04-27,Lead,,,,,,,
1745,Halcyon Naturals IV,Home,Referral,R. Iyer,4.12,2026-04-09,MQL,2026-04-12,,,,,,
1746,Foxglove Gadgets,Home,Outbound LinkedIn,R. Iyer,9.22,2026-04-20,Lead,,,,,,,
1747,Coral & Co Naturals,Home,Content/organic,S. Kapoor,7.5,2026-04-22,Lead,,,,,,,
1748,Bluebell Outdoor III,Baby,Signal-scored inbound,R. Iyer,6.73,2026-04-15,SQL,2026-04-17,2026-04-19,,,,,
1749,Marigold Skin Co II,Kitchen,Outbound LinkedIn,A. Chouhan,6.47,2026-04-04,Lead,,,,,,,
1750,Ember Works III,Home,Content/organic,R. Iyer,4.01,2026-04-24,Lead,,,,,,,
1751,Thistle Living,Skin,Outbound LinkedIn,R. Iyer,9.3,2026-04-25,Lead,,,,,,,
1752,Windrow Skin Co III,Outdoor,Signal-scored inbound,A. Chouhan,7.76,2026-04-29,MQL,2026-05-05,,,,,,
1753,Verdant Home Co V,Pet,Outbound LinkedIn,A. Chouhan,5.9,2026-04-03,MQL,2026-04-08,,,,,,
1754,Windrow Outdoor III,Skin,Signal-scored inbound,A. Chouhan,6.5,2026-04-15,Lead,,,,,,,
1755,Tiny Sprout Goods Co II,Gadgets,Outbound LinkedIn,S. Kapoor,6.93,2026-04-02,Lead,,,,,,,
1756,Marigold Goods Co II,Home,Cold email sequence,R. Iyer,5.4,2026-04-12,MQL,2026-04-15,,,,,,
1757,Halcyon Baby II,Gadgets,Cold email sequence,R. Iyer,7.82,2026-04-14,Lead,,,,,,,
1758,Verdant Baby Goods III,Pet,Cold email sequence,R. Iyer,3.91,2026-04-19,Lead,,,,,,,
1759,Aurora Kitchen Co III,Skin,Outbound LinkedIn,S. Kapoor,9.41,2026-04-03,Lead,,,,,,,
1760,Windrow Goods Co II,Baby,Signal-scored inbound,S. Kapoor,8.94,2026-04-14,MQL,2026-04-18,,,,,,
1761,Foxglove Skin Co II,Gadgets,Signal-scored inbound,R. Iyer,4.88,2026-04-16,MQL,2026-04-19,,,,,,
1762,Verdant Works IV,Outdoor,Signal-scored inbound,A. Chouhan,4.0,2026-04-10,Lead,,,,,,,
1763,Basalt Works IV,Baby,Cold email sequence,R. Iyer,5.71,2026-04-16,Lead,,,,,,,
1764,Pinehaven Outdoor IV,Beauty,Signal-scored inbound,R. Iyer,6.2,2026-04-03,Lead,,,,,,,
1765,Marigold Works II,Pet,Referral,S. Kapoor,7.46,2026-04-23,Lead,,,,,,,
1766,Marigold Home Co,Skin,Signal-scored inbound,A. Chouhan,3.95,2026-04-15,Lead,,,,,,,
1767,Aurora Collective IV,Home,Signal-scored inbound,R. Iyer,5.73,2026-04-30,Lead,,,,,,,
1768,Voltix Naturals IV,Skin,Outbound LinkedIn,A. Chouhan,6.34,2026-04-25,Lead,,,,,,,
