lead_id,company_name,category,industry,employee_band,segment,icp_fit_score,source_channel,created_date,stage,signal_score,engagement_score,lead_score,owner_rep,mql_date,sql_date,opp_created_date,deal_value_monthly_usd,closed_date,outcome,lost_reason
1460,Cobalt Living II,Pet,Lifestyle & Outdoor,11-50,Core ICP,54.83,Cold email sequence,2026-03-17,MQL,5.93,4.2,52.32,R. Iyer,2026-03-18,,,,,,
1461,Pinehaven Kitchen Co,Gadgets,Consumer Electronics,51-200,Core ICP,59.67,Cold email sequence,2026-03-11,Lead,7.87,5.6,64.28,S. Kapoor,,,,,,,
1462,Ember Baby Goods,Home,Home & Family,1-10,Beachhead,76.58,Outbound LinkedIn,2026-03-25,MQL,6.63,2.8,58.92,A. Chouhan,2026-03-31,,,,,,
1463,Solace Gadgets II,Beauty,Health & Beauty,11-50,Beachhead,89.35,Signal-scored inbound,2026-03-20,SQL,7.74,5.6,75.76,R. Iyer,2026-03-26,2026-04-02,,,,,
1464,Opaline Pet Supply IV,Home,Home & Family,1-10,Beachhead,71.0,Content/organic,2026-03-27,Lead,4.4,4.2,54.2,S. Kapoor,,,,,,,
1465,Hearthstone Pet Supply II,Skin,Health & Beauty,11-50,Beachhead,82.6,Cold email sequence,2026-03-16,Lead,5.04,2.8,56.56,A. Chouhan,,,,,,,
1466,Tiny Sprout Collective III,Beauty,Health & Beauty,1-10,Beachhead,91.78,Outbound LinkedIn,2026-03-08,Lead,6.71,7.0,77.84,R. Iyer,,,,,,,
1467,Glow Ritual Kitchen Co,Beauty,Health & Beauty,1-10,Beachhead,97.2,Outbound LinkedIn,2026-03-07,Lead,8.88,5.6,82.32,S. Kapoor,,,,,,,
1468,Halcyon Goods Co II,Pet,Lifestyle & Outdoor,11-50,Core ICP,58.1,Referral,2026-03-16,Lead,7.24,2.8,53.36,S. Kapoor,,,,,,,
1469,Marigold Kitchen Co II,Home,Home & Family,1-10,Beachhead,72.3,Signal-scored inbound,2026-03-15,SQL,4.92,7.0,64.68,A. Chouhan,2026-03-17,2026-03-19,,,,,
1470,Basalt Studio II,Beauty,Health & Beauty,11-50,Beachhead,80.97,Content/organic,2026-03-22,MQL,4.39,7.0,66.56,R. Iyer,2026-03-27,,,,,,
1471,Pinehaven Collective,Home,Home & Family,1-10,Beachhead,78.28,Signal-scored inbound,2026-03-24,MQL,7.31,7.0,74.24,S. Kapoor,2026-03-27,,,,,,
1472,Windrow Home Co IV,Beauty,Health & Beauty,11-50,Beachhead,87.15,Outbound LinkedIn,2026-03-29,Lead,6.86,2.8,63.84,A. Chouhan,,,,,,,
1473,Larkspur Beauty II,Gadgets,Consumer Electronics,11-50,Beachhead,72.17,Referral,2026-03-05,Lead,6.87,2.8,57.88,R. Iyer,,,,,,,
1474,Cobalt Naturals V,Pet,Lifestyle & Outdoor,1-10,Core ICP,60.45,Outbound LinkedIn,2026-03-14,MQL,6.18,7.0,63.72,S. Kapoor,2026-03-17,,,,,,
1475,Meridian Gadgets II,Kitchen,Home & Family,1-10,Beachhead,71.03,Cold email sequence,2026-03-15,MQL,4.41,2.8,50.04,A. Chouhan,2026-03-20,,,,,,
1476,Voltix Naturals III,Skin,Health & Beauty,51-200,Core ICP,68.15,Signal-scored inbound,2026-03-06,Lead,5.26,7.0,64.04,R. Iyer,,,,,,,
1477,Larkspur Collective,Beauty,Health & Beauty,11-50,Beachhead,84.47,Signal-scored inbound,2026-03-26,MQL,5.79,7.0,72.16,S. Kapoor,2026-04-01,,,,,,
1478,Glow Ritual Gadgets III,Home,Home & Family,11-50,Core ICP,64.08,Outbound LinkedIn,2026-03-03,MQL,3.63,4.2,49.12,A. Chouhan,2026-03-05,,,,,,
1479,Aurora Skin Co II,Baby,Home & Family,1-10,Beachhead,90.28,Referral,2026-03-18,SQL,6.11,2.8,62.84,R. Iyer,2026-03-22,2026-03-29,,,,,
1480,Wren & Co Supply Co II,Outdoor,Lifestyle & Outdoor,11-50,Core ICP,57.58,Referral,2026-03-24,Closed Lost,7.03,5.6,60.92,S. Kapoor,2026-03-30,2026-04-05,2026-04-15,2150.0,2026-05-04,Lost,Timing not right
1481,Cobalt Baby,Kitchen,Home & Family,11-50,Beachhead,75.17,Content/organic,2026-03-23,MQL,8.07,7.0,75.28,R. Iyer,2026-03-26,,,,,,
1482,Cascade Living IV,Skin,Health & Beauty,11-50,Beachhead,83.8,Signal-scored inbound,2026-03-04,MQL,5.52,2.8,58.48,A. Chouhan,2026-03-09,,,,,,
1483,Driftwood Kitchen Co,Skin,Health & Beauty,11-50,Beachhead,83.45,Referral,2026-03-30,MQL,5.38,4.2,62.12,S. Kapoor,2026-04-04,,,,,,
1484,Northfield Outdoor II,Skin,Health & Beauty,1-10,Beachhead,85.78,Signal-scored inbound,2026-03-20,Lead,4.31,5.6,64.04,A. Chouhan,,,,,,,
1485,Hearthstone Outdoor,Gadgets,Consumer Electronics,1-10,Beachhead,71.15,Cold email sequence,2026-03-29,Closed Won,4.46,7.0,62.84,R. Iyer,2026-04-01,2026-04-10,2026-04-21,900.0,2026-05-03,Won,
1486,Windrow Outdoor,Beauty,Health & Beauty,11-50,Beachhead,89.25,Outbound LinkedIn,2026-03-20,MQL,7.7,7.0,79.8,S. Kapoor,2026-03-26,,,,,,
1487,Northfield Home Co,Baby,Home & Family,11-50,Beachhead,85.8,Signal-scored inbound,2026-03-12,Lead,6.32,2.8,61.68,A. Chouhan,,,,,,,
1488,Lumen Baby Goods,Home,Home & Family,51-200,Adjacent,48.98,Referral,2026-03-15,MQL,3.59,2.8,38.76,R. Iyer,2026-03-17,,,,,,
1489,Marigold Baby Goods,Outdoor,Lifestyle & Outdoor,11-50,Core ICP,50.83,Outbound LinkedIn,2026-03-18,Closed Lost,4.33,7.0,54.32,S. Kapoor,2026-03-20,2026-03-29,2026-04-03,950.0,2026-04-23,Lost,Timing not right
1490,Halcyon Collective II,Pet,Lifestyle & Outdoor,51-200,Adjacent,40.7,Outbound LinkedIn,2026-03-18,MQL,6.28,2.8,43.52,A. Chouhan,2026-03-21,,,,,,
1491,Hearthstone Outdoor II,Pet,Lifestyle & Outdoor,1-10,Core ICP,59.48,Outbound LinkedIn,2026-03-21,MQL,5.79,2.8,49.56,R. Iyer,2026-03-27,,,,,,
1492,Solace Kitchen Co,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,62.17,Cold email sequence,2026-03-02,MQL,6.87,5.6,62.28,S. Kapoor,2026-03-07,,,,,,
1493,Coral & Co Studio,Pet,Lifestyle & Outdoor,1-10,Core ICP,52.5,Outbound LinkedIn,2026-03-31,Lead,3.0,4.2,42.6,R. Iyer,,,,,,,
1494,Lumen Works II,Home,Home & Family,51-200,Core ICP,54.38,Outbound LinkedIn,2026-03-01,Lead,5.75,7.0,60.0,S. Kapoor,,,,,,,
1495,Solace Naturals,Pet,Lifestyle & Outdoor,11-50,Core ICP,54.75,Cold email sequence,2026-03-08,Lead,5.9,7.0,60.6,A. Chouhan,,,,,,,
1496,Basalt Supply Co,Beauty,Health & Beauty,1-10,Beachhead,98.75,Content/organic,2026-03-25,MQL,9.5,4.2,80.6,S. Kapoor,2026-03-27,,,,,,
1497,Larkspur Outdoor II,Outdoor,Lifestyle & Outdoor,51-200,Adjacent,40.42,Cold email sequence,2026-03-04,MQL,6.17,2.8,43.08,R. Iyer,2026-03-08,,,,,,
1498,Opaline Collective II,Kitchen,Home & Family,11-50,Core ICP,63.3,Signal-scored inbound,2026-03-05,MQL,3.32,4.2,47.88,S. Kapoor,2026-03-06,,,,,,
1499,Cobalt Pet Supply II,Home,Home & Family,1-10,Core ICP,68.45,Cold email sequence,2026-03-27,Lead,3.38,5.6,54.32,A. Chouhan,,,,,,,
1500,Coral & Co Skin Co,Gadgets,Consumer Electronics,11-50,Core ICP,62.5,Signal-scored inbound,2026-03-22,MQL,3.0,7.0,55.0,R. Iyer,2026-03-25,,,,,,
1501,Cinderwood Living II,Pet,Lifestyle & Outdoor,11-50,Core ICP,55.38,Signal-scored inbound,2026-03-15,MQL,6.15,5.6,57.4,S. Kapoor,2026-03-20,,,,,,
1502,Solace Pet Supply II,Gadgets,Consumer Electronics,1-10,Beachhead,79.0,Outbound LinkedIn,2026-03-16,Lead,7.6,2.8,62.8,A. Chouhan,,,,,,,
1503,Basalt Outdoor,Gadgets,Consumer Electronics,51-200,Adjacent,49.08,Signal-scored inbound,2026-03-30,MQL,3.63,7.0,51.52,R. Iyer,2026-04-02,,,,,,
1504,Hearthstone Beauty II,Gadgets,Consumer Electronics,51-200,Core ICP,54.4,Cold email sequence,2026-03-03,MQL,5.76,7.0,60.04,S. Kapoor,2026-03-06,,,,,,
1505,Tiny Sprout Collective IV,Baby,Home & Family,1-10,Beachhead,92.95,Outbound LinkedIn,2026-03-22,MQL,7.18,7.0,79.72,A. Chouhan,2026-03-28,,,,,,
1506,Silverline Outdoor III,Baby,Home & Family,201-500,Core ICP,63.02,Referral,2026-03-25,MQL,7.21,7.0,67.84,R. Iyer,2026-03-26,,,,,,
1507,Lumen Living III,Pet,Lifestyle & Outdoor,201-500,Adjacent,30.8,Signal-scored inbound,2026-03-23,Lead,6.32,5.6,48.08,S. Kapoor,,,,,,,
1508,Amberlight Naturals III,Baby,Home & Family,51-200,Core ICP,64.75,Signal-scored inbound,2026-03-10,Lead,3.9,2.8,46.0,A. Chouhan,,,,,,,
1509,Amberlight Outdoor,Home,Home & Family,11-50,Core ICP,63.38,Cold email sequence,2026-03-18,MQL,3.35,7.0,56.4,R. Iyer,2026-03-24,,,,,,
1510,Verdant Pet Supply II,Pet,Lifestyle & Outdoor,51-200,Adjacent,43.42,Signal-scored inbound,2026-03-12,MQL,7.37,7.0,60.48,S. Kapoor,2026-03-14,,,,,,
1511,Solace Kitchen Co II,Beauty,Health & Beauty,1-10,Beachhead,90.62,Signal-scored inbound,2026-03-23,Lead,6.25,4.2,67.6,A. Chouhan,,,,,,,
1512,Larkspur Gadgets,Home,Home & Family,1-10,Core ICP,69.45,Signal-scored inbound,2026-03-01,MQL,3.78,5.6,55.92,R. Iyer,2026-03-03,,,,,,
1513,Silverline Collective IV,Home,Home & Family,1-10,Beachhead,76.58,Cold email sequence,2026-03-08,Lead,6.63,7.0,71.52,S. Kapoor,,,,,,,
1514,Wren & Co Pet Supply,Pet,Lifestyle & Outdoor,1-10,Core ICP,62.15,Signal-scored inbound,2026-03-04,MQL,6.86,5.6,62.24,A. Chouhan,2026-03-05,,,,,,
1515,Driftwood Baby II,Beauty,Health & Beauty,1-10,Beachhead,98.75,Cold email sequence,2026-03-08,SQL,9.5,7.0,89.0,S. Kapoor,2026-03-09,2026-03-11,,,,,
1516,Meridian Kitchen Co II,Beauty,Health & Beauty,51-200,Beachhead,70.35,Signal-scored inbound,2026-03-18,SQL,6.14,4.2,59.16,R. Iyer,2026-03-20,2026-03-22,,,,,
1517,Foxglove Naturals II,Gadgets,Consumer Electronics,1-10,Beachhead,70.8,Signal-scored inbound,2026-03-02,MQL,4.32,7.0,62.28,S. Kapoor,2026-03-04,,,,,,
1518,Verdant Goods Co II,Beauty,Health & Beauty,1-10,Beachhead,87.55,Referral,2026-03-20,Lead,5.02,4.2,62.68,A. Chouhan,,,,,,,
1519,Solace Skin Co III,Baby,Home & Family,1-10,Beachhead,87.17,Outbound LinkedIn,2026-03-11,Lead,4.87,2.8,57.88,R. Iyer,,,,,,,
1520,Foxglove Home Co II,Beauty,Health & Beauty,11-50,Beachhead,77.5,Cold email sequence,2026-03-28,Lead,3.0,2.8,48.4,S. Kapoor,,,,,,,
1521,Marigold Living II,Beauty,Health & Beauty,11-50,Beachhead,85.3,Signal-scored inbound,2026-03-02,Lead,6.12,7.0,73.48,A. Chouhan,,,,,,,
1522,Silverline Pet Supply II,Kitchen,Home & Family,1-10,Beachhead,75.05,Signal-scored inbound,2026-03-13,MQL,6.02,2.8,56.48,S. Kapoor,2026-03-18,,,,,,
1523,Cobalt Studio,Pet,Lifestyle & Outdoor,11-50,Core ICP,53.57,Referral,2026-03-14,Lead,5.43,5.6,54.52,A. Chouhan,,,,,,,
1524,Tiny Sprout Goods Co II,Gadgets,Consumer Electronics,11-50,Core ICP,69.88,Signal-scored inbound,2026-03-17,SQL,5.95,2.8,54.2,R. Iyer,2026-03-23,2026-04-02,,,,,
1525,Foxglove Collective,Pet,Lifestyle & Outdoor,1-10,Core ICP,60.3,Referral,2026-03-27,Lead,6.12,7.0,63.48,A. Chouhan,,,,,,,
1526,Pinehaven Gadgets,Beauty,Health & Beauty,1-10,Beachhead,84.42,Signal-scored inbound,2026-03-22,Lead,3.77,7.0,66.08,R. Iyer,,,,,,,
1527,Northfield Gadgets,Pet,Lifestyle & Outdoor,11-50,Core ICP,59.9,Referral,2026-03-16,MQL,7.96,2.8,56.24,A. Chouhan,2026-03-17,,,,,,
1528,Ember Living II,Beauty,Health & Beauty,1-10,Beachhead,90.4,Referral,2026-03-27,SQL,6.16,7.0,75.64,R. Iyer,2026-04-01,2026-04-04,,,,,
1529,Driftwood Baby III,Skin,Health & Beauty,1-10,Beachhead,98.67,Referral,2026-03-03,Lead,9.47,5.6,84.68,R. Iyer,,,,,,,
1530,Hearthstone Gadgets II,Pet,Lifestyle & Outdoor,11-50,Core ICP,59.0,Signal-scored inbound,2026-03-04,MQL,7.6,4.2,59.0,S. Kapoor,2026-03-07,,,,,,
1531,Meridian Works,Pet,Lifestyle & Outdoor,11-50,Core ICP,59.02,Referral,2026-03-17,Lead,7.61,7.0,67.44,A. Chouhan,,,,,,,
1532,Windrow Baby,Kitchen,Home & Family,201-500,Core ICP,53.03,Signal-scored inbound,2026-03-20,Lead,9.21,7.0,69.84,R. Iyer,,,,,,,
1533,Larkspur Kitchen Co II,Gadgets,Consumer Electronics,201-500,Core ICP,51.78,Outbound LinkedIn,2026-03-19,Lead,8.71,2.8,55.24,R. Iyer,,,,,,,
1534,Halcyon Supply Co III,Pet,Lifestyle & Outdoor,11-50,Core ICP,53.85,Outbound LinkedIn,2026-03-18,MQL,5.54,5.6,54.96,R. Iyer,2026-03-24,,,,,,
1535,Amberlight Skin Co,Pet,Lifestyle & Outdoor,1-10,Core ICP,62.08,Signal-scored inbound,2026-03-05,Lead,6.83,4.2,57.92,S. Kapoor,,,,,,,
1536,Aurora Outdoor IV,Skin,Health & Beauty,1-10,Beachhead,87.28,Signal-scored inbound,2026-03-09,MQL,4.91,2.8,58.04,A. Chouhan,2026-03-13,,,,,,
1537,Cobalt Pet Supply III,Pet,Lifestyle & Outdoor,11-50,Core ICP,57.6,Outbound LinkedIn,2026-03-02,Lead,7.04,7.0,65.16,R. Iyer,,,,,,,
1538,Voltix Studio,Skin,Health & Beauty,1-10,Beachhead,94.15,Cold email sequence,2026-03-15,Lead,7.66,7.0,81.64,S. Kapoor,,,,,,,
1539,Northfield Baby III,Gadgets,Consumer Electronics,1-10,Beachhead,75.2,Signal-scored inbound,2026-03-03,Lead,6.08,4.2,60.92,A. Chouhan,,,,,,,
1540,Rosemere Living,Gadgets,Consumer Electronics,51-200,Core ICP,54.58,Signal-scored inbound,2026-03-08,MQL,5.83,4.2,51.92,R. Iyer,2026-03-09,,,,,,
1541,Cascade Pet Supply,Beauty,Health & Beauty,1-10,Beachhead,89.4,Cold email sequence,2026-03-14,SQL,5.76,7.0,74.04,S. Kapoor,2026-03-16,2026-03-20,,,,,
1542,Driftwood Outdoor III,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,55.27,Outbound LinkedIn,2026-03-26,Lead,4.11,7.0,55.44,A. Chouhan,,,,,,,
1543,Ember Skin Co,Kitchen,Home & Family,11-50,Beachhead,76.83,Cold email sequence,2026-03-28,MQL,8.73,5.6,73.72,A. Chouhan,2026-04-01,,,,,,
1544,Ember Studio,Home,Home & Family,1-10,Beachhead,76.83,Referral,2026-03-03,Lead,6.73,4.2,63.52,R. Iyer,,,,,,,
1545,Cobalt Pet Supply IV,Pet,Lifestyle & Outdoor,201-500,Adjacent,34.85,Outbound LinkedIn,2026-03-22,Lead,7.94,7.0,58.76,S. Kapoor,,,,,,,
1546,Cobalt Studio II,Home,Home & Family,1-10,Beachhead,76.12,Outbound LinkedIn,2026-03-07,Lead,6.45,4.2,62.4,A. Chouhan,,,,,,,
1547,Hearthstone Goods Co III,Kitchen,Home & Family,11-50,Beachhead,74.22,Outbound LinkedIn,2026-03-26,Closed Won,7.69,4.2,65.36,R. Iyer,2026-03-27,2026-04-06,2026-04-14,2650.0,2026-04-26,Won,
1548,Basalt Outdoor II,Skin,Health & Beauty,11-50,Beachhead,89.45,Outbound LinkedIn,2026-03-21,Closed Lost,7.78,4.2,71.72,S. Kapoor,2026-03-25,2026-04-01,2026-04-13,950.0,2026-04-26,Lost,Went with in-house fix
1549,Ember Living III,Outdoor,Lifestyle & Outdoor,11-50,Core ICP,51.4,Cold email sequence,2026-03-01,MQL,4.56,7.0,55.24,A. Chouhan,2026-03-07,,,,,,
1550,Solace Kitchen Co III,Baby,Home & Family,1-10,Beachhead,94.58,Cold email sequence,2026-03-11,SQL,7.83,4.2,73.92,S. Kapoor,2026-03-14,2026-03-20,,,,,
1551,Cobalt Skin Co,Outdoor,Lifestyle & Outdoor,11-50,Core ICP,53.97,Referral,2026-03-23,Lead,5.59,7.0,59.36,A. Chouhan,,,,,,,
1552,Wren & Co Living,Pet,Lifestyle & Outdoor,201-500,Adjacent,32.4,Referral,2026-03-18,MQL,6.96,4.2,46.44,R. Iyer,2026-03-21,,,,,,
1553,Voltix Kitchen Co,Kitchen,Home & Family,1-10,Beachhead,74.9,Outbound LinkedIn,2026-03-03,Lead,5.96,7.0,68.84,S. Kapoor,,,,,,,
1554,Wren & Co Baby Goods,Baby,Home & Family,11-50,Beachhead,77.67,Cold email sequence,2026-03-07,Lead,3.07,2.8,48.68,A. Chouhan,,,,,,,
1555,Cascade Studio III,Skin,Health & Beauty,11-50,Beachhead,88.42,Outbound LinkedIn,2026-03-17,MQL,7.37,5.6,74.28,R. Iyer,2026-03-20,,,,,,
1556,Bluebell Studio III,Beauty,Health & Beauty,11-50,Beachhead,84.38,Outbound LinkedIn,2026-03-24,Lead,5.75,4.2,63.6,S. Kapoor,,,,,,,
1557,Larkspur Baby Goods IV,Gadgets,Consumer Electronics,11-50,Core ICP,68.55,Referral,2026-03-05,MQL,5.42,4.2,56.28,A. Chouhan,2026-03-08,,,,,,
1558,Wren & Co Goods Co III,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,59.6,Referral,2026-03-24,Lead,5.84,7.0,62.36,R. Iyer,,,,,,,
1559,Cascade Works,Outdoor,Lifestyle & Outdoor,11-50,Core ICP,52.17,Signal-scored inbound,2026-03-25,MQL,4.87,7.0,56.48,A. Chouhan,2026-03-26,,,,,,
1560,Tiny Sprout Collective V,Kitchen,Home & Family,1-10,Beachhead,75.47,Signal-scored inbound,2026-03-27,MQL,6.19,7.0,69.76,R. Iyer,2026-03-31,,,,,,
1561,Opaline Studio,Baby,Home & Family,51-200,Core ICP,68.75,Signal-scored inbound,2026-03-04,MQL,5.5,7.0,65.0,S. Kapoor,2026-03-10,,,,,,
1562,Glow Ritual Skin Co II,Skin,Health & Beauty,11-50,Beachhead,85.2,Signal-scored inbound,2026-03-21,SQL,6.08,5.6,69.12,A. Chouhan,2026-03-23,2026-03-28,,,,,
1563,Cascade Supply Co II,Baby,Home & Family,1-10,Beachhead,85.8,Outbound LinkedIn,2026-03-08,MQL,4.32,7.0,68.28,R. Iyer,2026-03-10,,,,,,
1564,Rosemere Home Co V,Home,Home & Family,51-200,Adjacent,47.5,Outbound LinkedIn,2026-03-11,Lead,3.0,7.0,49.0,S. Kapoor,,,,,,,
1565,Basalt Beauty,Gadgets,Consumer Electronics,1-10,Core ICP,69.78,Signal-scored inbound,2026-03-27,Lead,3.91,7.0,60.64,A. Chouhan,,,,,,,
1566,Aurora Home Co III,Kitchen,Home & Family,1-10,Beachhead,79.08,Outbound LinkedIn,2026-03-17,MQL,7.63,5.6,71.32,R. Iyer,2026-03-21,,,,,,
1567,Cobalt Baby,Kitchen,Home & Family,11-50,Beachhead,75.17,Signal-scored inbound,2026-03-01,MQL,8.07,7.0,75.28,R. Iyer,2026-03-06,,,,,,
1568,Basalt Supply Co II,Outdoor,Lifestyle & Outdoor,51-200,Adjacent,38.35,Signal-scored inbound,2026-03-27,Lead,5.34,7.0,52.36,A. Chouhan,,,,,,,
1569,Windrow Pet Supply II,Baby,Home & Family,51-200,Core ICP,64.97,Signal-scored inbound,2026-03-19,Lead,3.99,2.8,46.36,R. Iyer,,,,,,,
1570,Pinehaven Baby IV,Outdoor,Lifestyle & Outdoor,11-50,Core ICP,57.52,Signal-scored inbound,2026-03-30,Lead,7.01,2.8,52.44,S. Kapoor,,,,,,,
1571,Driftwood Baby Goods III,Home,Home & Family,11-50,Core ICP,68.83,Signal-scored inbound,2026-03-08,Lead,5.53,5.6,60.92,A. Chouhan,,,,,,,
1572,Driftwood Gadgets,Home,Home & Family,1-10,Beachhead,72.33,Outbound LinkedIn,2026-03-27,Lead,4.93,7.0,64.72,R. Iyer,,,,,,,
1573,Aurora Baby Goods V,Skin,Health & Beauty,1-10,Beachhead,98.75,Content/organic,2026-03-18,MQL,9.5,5.6,84.8,R. Iyer,2026-03-19,,,,,,
1574,Thistle Works,Baby,Home & Family,51-200,Core ICP,68.85,Cold email sequence,2026-03-20,MQL,5.54,7.0,65.16,S. Kapoor,2026-03-21,,,,,,
1575,Pinehaven Gadgets II,Pet,Lifestyle & Outdoor,1-10,Core ICP,60.02,Outbound LinkedIn,2026-03-19,SQL,6.01,4.2,54.64,A. Chouhan,2026-03-21,2026-03-28,,,,,
1576,Larkspur Supply Co,Gadgets,Consumer Electronics,11-50,Core ICP,69.25,Referral,2026-03-18,SQL,5.7,4.2,57.4,R. Iyer,2026-03-19,2026-03-22,,,,,
1577,Northfield Gadgets II,Beauty,Health & Beauty,1-10,Beachhead,95.38,Signal-scored inbound,2026-03-24,MQL,8.15,4.2,75.2,R. Iyer,2026-03-27,,,,,,
1578,Aurora Pet Supply III,Baby,Home & Family,11-50,Beachhead,85.83,Signal-scored inbound,2026-03-29,MQL,6.33,2.8,61.72,S. Kapoor,2026-04-02,,,,,,
1579,Amberlight Outdoor II,Pet,Lifestyle & Outdoor,11-50,Core ICP,54.33,Outbound LinkedIn,2026-03-31,MQL,5.73,5.6,55.72,A. Chouhan,2026-04-06,,,,,,
1580,Solace Outdoor,Pet,Lifestyle & Outdoor,1-10,Core ICP,56.7,Signal-scored inbound,2026-03-08,Lead,4.68,7.0,57.72,R. Iyer,,,,,,,
1581,Cinderwood Collective,Skin,Health & Beauty,1-10,Beachhead,90.05,Signal-scored inbound,2026-03-27,MQL,6.02,4.2,66.68,S. Kapoor,2026-03-31,,,,,,
1582,Rosemere Supply Co,Beauty,Health & Beauty,11-50,Beachhead,78.58,Signal-scored inbound,2026-03-08,MQL,3.43,7.0,62.72,A. Chouhan,2026-03-11,,,,,,
1583,Meridian Skin Co III,Pet,Lifestyle & Outdoor,11-50,Core ICP,55.35,Cold email sequence,2026-03-04,Lead,6.14,7.0,61.56,R. Iyer,,,,,,,
1584,Silverline Goods Co III,Kitchen,Home & Family,11-50,Beachhead,71.08,Signal-scored inbound,2026-03-11,MQL,6.43,4.2,60.32,S. Kapoor,2026-03-17,,,,,,
1585,Halcyon Living,Kitchen,Home & Family,1-10,Core ICP,67.7,Cold email sequence,2026-03-09,Lead,3.08,7.0,57.32,A. Chouhan,,,,,,,
1586,Basalt Baby,Pet,Lifestyle & Outdoor,11-50,Core ICP,56.4,Cold email sequence,2026-03-07,MQL,6.56,2.8,50.64,R. Iyer,2026-03-09,,,,,,
1587,Tiny Sprout Supply Co,Skin,Health & Beauty,11-50,Beachhead,78.92,Outbound LinkedIn,2026-03-15,Lead,3.57,7.0,63.28,S. Kapoor,,,,,,,
1588,Windrow Supply Co,Pet,Lifestyle & Outdoor,51-200,Adjacent,36.27,Cold email sequence,2026-03-28,SQL,4.51,7.0,49.04,A. Chouhan,2026-03-30,2026-04-02,,,,,
1589,Opaline Baby Goods III,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,66.0,Signal-scored inbound,2026-03-05,Closed Lost,8.4,2.8,60.0,S. Kapoor,2026-03-07,2026-03-09,2026-03-20,1200.0,2026-04-03,Lost,No budget
1590,Ember Baby,Skin,Health & Beauty,1-10,Beachhead,92.33,Cold email sequence,2026-03-01,MQL,6.93,7.0,78.72,R. Iyer,2026-03-04,,,,,,
1591,Halcyon Collective,Pet,Lifestyle & Outdoor,1-10,Core ICP,60.48,Outbound LinkedIn,2026-03-11,Lead,6.19,7.0,63.76,S. Kapoor,,,,,,,
1592,Hearthstone Studio,Gadgets,Consumer Electronics,201-500,Adjacent,42.33,Signal-scored inbound,2026-03-23,Lead,4.93,7.0,52.72,A. Chouhan,,,,,,,
1593,Wren & Co Supply Co III,Kitchen,Home & Family,1-10,Beachhead,78.0,Signal-scored inbound,2026-03-26,MQL,7.2,5.6,69.6,R. Iyer,2026-03-30,,,,,,
1594,Marigold Living III,Baby,Home & Family,11-50,Beachhead,85.47,Signal-scored inbound,2026-03-30,Lead,6.19,7.0,73.76,S. Kapoor,,,,,,,
1595,Glow Ritual Collective,Skin,Health & Beauty,51-200,Core ICP,63.7,Signal-scored inbound,2026-03-24,Lead,3.48,2.8,44.32,A. Chouhan,,,,,,,
1596,Cascade Skin Co II,Beauty,Health & Beauty,11-50,Beachhead,83.17,Cold email sequence,2026-03-14,Lead,5.27,4.2,61.68,S. Kapoor,,,,,,,
1597,Amberlight Gadgets III,Beauty,Health & Beauty,11-50,Beachhead,86.47,Signal-scored inbound,2026-03-01,MQL,6.59,4.2,66.96,A. Chouhan,2026-03-02,,,,,,
1598,Meridian Pet Supply,Beauty,Health & Beauty,1-10,Beachhead,91.47,Outbound LinkedIn,2026-03-19,MQL,6.59,7.0,77.36,R. Iyer,2026-03-24,,,,,,
1599,Foxglove Baby III,Baby,Home & Family,1-10,Beachhead,86.65,Cold email sequence,2026-03-26,Closed Won,4.66,4.2,61.24,S. Kapoor,2026-03-29,2026-04-05,2026-04-16,2200.0,2026-05-06,Won,
1600,Lumen Naturals II,Gadgets,Consumer Electronics,201-500,Core ICP,52.67,Signal-scored inbound,2026-03-15,MQL,9.07,5.6,65.08,S. Kapoor,2026-03-19,,,,,,
1601,Solace Living,Beauty,Health & Beauty,11-50,Beachhead,84.88,Outbound LinkedIn,2026-03-24,Closed Lost,5.95,4.2,64.4,A. Chouhan,2026-03-28,2026-03-30,2026-04-06,2150.0,2026-04-20,Lost,No budget
1602,Larkspur Baby,Home,Home & Family,201-500,Adjacent,48.38,Signal-scored inbound,2026-03-23,MQL,7.35,4.2,54.0,R. Iyer,2026-03-25,,,,,,
1603,Halcyon Kitchen Co II,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,62.6,Signal-scored inbound,2026-03-02,MQL,7.04,5.6,62.96,S. Kapoor,2026-03-08,,,,,,
1604,Amberlight Naturals IV,Skin,Health & Beauty,1-10,Beachhead,98.75,Referral,2026-03-02,Lead,9.5,5.6,84.8,A. Chouhan,,,,,,,
1605,Ember Supply Co,Beauty,Health & Beauty,11-50,Beachhead,85.92,Content/organic,2026-03-19,MQL,6.37,4.2,66.08,A. Chouhan,2026-03-25,,,,,,
1606,Cinderwood Baby Goods II,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,61.0,Signal-scored inbound,2026-03-01,MQL,6.4,7.0,64.6,R. Iyer,2026-03-06,,,,,,
1607,Northfield Home Co III,Pet,Lifestyle & Outdoor,11-50,Core ICP,51.75,Signal-scored inbound,2026-03-12,Lead,4.7,7.0,55.8,S. Kapoor,,,,,,,
